total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
1,1900,1,1400,1400,1,2,2,4024,2,6346,49,2
4,3490,3,175,850,16,16,21,2355,3,2199,61,2
1,975,1,975,975,24,25,30,3047,1,2199,1,2
3,1425,3,175,900,13,12,7,2055,1,2199,1,2
2,1750,2,825,825,18,18,20,1559,1,2199,1,2
8,7870,6,825,895,12,11,9,3446,1,2199,1,2
2,1725,2,825,900,21,18,18,2254,1,2199,1,2
3,2015,3,395,1025,22,13,13,2915,1,2199,1,2
1,1220,1,825,825,21,21,20,1766,1,2199,1,2
4,2300,3,400,900,32,30,37,2273,2,212,58,2
2,575,2,225,350,45,42,58,1855,6,1935,12,2
5,1415,3,185,675,45,42,58,4190,6,1935,12,2
1,650,1,650,650,45,42,58,3422,6,1935,12,2
5,1550,5,225,700,45,42,58,7392,6,1935,12,2
6,1110,5,185,185,45,42,58,3368,6,1935,12,2
8,2115,8,150,650,45,42,58,2527,6,1935,12,2
2,1741,2,889,772,45,42,58,2480,6,1935,12,2
7,2250,2,225,900,45,42,58,4058,6,1935,12,2
1,3900,1,3900,3900,45,42,58,4989,6,1935,12,2
2,890,1,399,399,107,102,179,3520,4,3419,17,2
2,809,2,355,355,94,66,97,2229,4,3419,17,2
1,504,1,355,355,18,15,16,3359,4,3419,17,2
2,908,1,355,355,35,19,21,2623,4,3419,17,2
4,2595,4,195,1150,78,79,147,3307,4,3982,20,2
3,2544,3,599,1050,81,77,127,2398,4,3982,20,2
1,1150,1,1150,1150,61,85,96,4158,4,3982,20,2
1,1270,1,995,995,55,54,118,3814,4,3982,20,2
2,1790,2,895,895,91,91,181,3584,4,3982,20,2
2,1500,2,250,1250,70,66,169,5638,4,3982,20,2
2,1490,2,595,895,64,64,101,3708,4,3982,20,2
4,2145,4,100,950,63,62,143,3496,4,3982,20,2
2,1270,2,150,895,68,66,97,2660,4,3982,20,2
