total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
4,4771,3,820,1604,8,6,18,1586,2,6346,38,3
1,975,1,975,975,2,2,1,1819,3,5770,61,3
1,1125,1,975,975,7,7,7,3726,3,5770,61,3
4,2600,4,150,1325,6,6,10,4816,3,5770,61,3
1,975,1,975,975,4,3,4,2973,3,5770,61,3
2,970,2,195,675,3,3,5,5024,3,5770,61,3
2,970,2,195,675,4,5,5,2479,3,5770,61,3
5,2475,3,150,975,7,8,5,2805,3,5770,61,3
3,1320,3,150,975,7,8,9,2439,3,5770,61,3
4,1770,4,150,975,2,3,2,3489,3,5770,61,3
3,3345,3,506,1479,19,10,4,2583,3,5770,61,3
3,2100,3,150,1325,2,2,3,3733,3,5770,61,3
4,1825,3,150,675,4,2,3,3855,3,5770,61,3
1,975,1,975,975,4,2,3,2267,3,5770,61,3
2,1950,1,975,975,4,4,4,1603,3,5770,61,3
1,775,1,675,675,4,2,4,2017,3,5770,61,3
3,2675,3,350,1325,4,4,4,3181,3,5770,61,3
5,2100,4,150,675,6,6,7,3924,3,5770,61,3
2,1550,1,675,675,9,6,6,2168,3,5770,61,3
4,3150,2,350,975,7,10,10,2184,3,5770,61,3
2,1350,1,675,675,3,3,2,2720,3,5770,61,3
5,3675,4,175,1325,3,3,3,1802,3,5770,61,3
1,775,1,675,675,4,3,1,2707,3,5770,61,3
3,1850,3,350,975,6,6,7,3365,3,5770,61,3
3,2925,2,675,1125,4,4,6,5770,3,5770,61,3
2,1425,2,350,975,7,6,4,3200,3,5770,61,3
3,1575,3,150,975,2,2,1,2561,3,5770,61,3
5,5925,2,675,1325,8,8,11,3994,3,5770,61,3
1,875,1,675,675,5,5,6,2737,3,5770,61,3
9,3850,5,150,675,6,4,5,3050,3,5770,61,3
6,9350,6,950,2800,108,100,154,3642,4,2799,63,3
1,1400,1,1400,1400,72,72,144,4978,4,2799,63,3
1,1400,1,1400,1400,39,30,34,2040,4,2799,63,3
2,3100,2,300,2800,89,81,100,2103,4,2799,63,3
6,7110,5,422,1887,112,106,173,3522,4,2799,63,3
1,1000,1,1000,1000,55,84,80,3867,4,2799,63,3
4,4150,4,200,1600,126,122,202,4329,4,2799,63,3
2,3800,1,1900,1900,80,109,124,2263,4,2799,63,3
2,2200,2,300,1900,69,54,56,1361,4,2799,63,3
2,2300,2,200,2100,125,89,130,1386,4,2799,63,3
4,4250,4,300,1600,113,106,181,2856,4,2799,63,3
6,9250,5,300,2800,105,103,188,3093,4,2799,63,3
2,2350,2,950,1400,98,91,181,3819,4,2799,63,3
8,11200,6,950,2100,86,83,148,4021,4,2799,63,3
2,2350,2,950,1400,90,81,150,2551,4,2799,63,3
5,5050,4,300,1400,87,75,127,2448,4,2799,63,3
2,3300,2,1500,1800,117,107,160,1921,4,2799,63,3
5,8200,5,300,2100,74,102,107,2832,4,2799,63,3
3,2750,3,300,1500,35,38,43,1762,4,2799,63,3
2,2133,2,294,1542,84,96,123,1981,4,2799,63,3
3,2550,3,200,1400,91,80,159,3023,4,2799,63,3
1,1000,1,1000,1000,34,23,26,1720,4,2799,63,3
2,2000,2,1000,1000,38,32,42,2744,4,2799,63,3
3,3850,3,950,1500,96,94,186,3299,4,2799,63,3
5,5350,5,300,1400,69,64,143,3887,4,2799,63,3
5,8450,5,950,2800,123,117,190,3396,4,2799,63,3
3,4450,3,950,2100,101,125,171,3744,4,2799,63,3
4,4350,4,300,1900,119,110,181,2297,4,2799,63,3
5,3355,4,153,1468,41,30,41,1682,4,4487,48,3
4,2945,3,425,1245,129,128,261,2750,4,4487,48,3
3,4335,1,1445,1445,26,27,33,1556,4,4487,48,3
3,2270,3,425,1245,66,64,132,3120,4,4487,48,3
4,5135,4,600,1745,34,35,67,3750,4,4487,48,3
2,1745,2,500,1245,35,24,20,1262,4,4487,48,3
1,1745,1,1745,1745,29,27,39,2038,4,4487,48,3
5,4120,5,500,1245,81,70,120,2653,4,4487,48,3
3,2975,3,775,1175,19,16,11,2612,4,4487,48,3
3,3290,2,600,1345,74,74,158,2071,4,4487,48,3
9,8830,6,600,1345,75,73,154,3518,4,4487,48,3
3,2970,3,600,1745,12,17,15,2095,4,4487,48,3
2,1845,2,600,1245,33,23,30,1727,2,4487,48,3
2,2590,2,1245,1345,18,21,38,5920,4,4487,48,3
2,2690,1,1345,1345,34,31,42,3121,4,4487,48,3
3,1970,3,100,1245,43,39,47,1248,4,4487,48,3
1,1000,1,1000,1000,43,40,68,1470,4,4487,48,3
2,1700,2,850,850,16,11,10,1761,4,4487,48,3
6,3700,5,300,850,70,97,92,2212,4,4487,48,3
2,2095,2,850,1245,25,22,27,2090,4,4487,48,3
4,3515,4,325,1345,65,77,37,3755,4,4487,48,3
3,3090,2,600,1245,77,61,99,2217,4,4487,48,3
1,1245,1,1245,1245,114,110,175,1757,4,4487,48,3
13,9980,10,100,1345,62,58,102,5457,4,4487,48,3
2,2170,2,925,1245,116,116,184,3375,4,4487,48,3
2,2790,2,1345,1445,102,123,160,3595,4,4487,48,3
2,1545,2,200,1345,24,19,21,1875,4,4487,48,3
2,2045,2,600,1445,18,11,16,1461,4,4487,48,3
1,1245,1,1245,1245,55,42,43,1384,4,4487,48,3
1,1245,1,1245,1245,30,26,39,960,4,4487,48,3
6,2490,2,100,1045,102,95,121,2323,4,4487,48,3
1,925,1,925,925,14,16,17,1921,4,4487,48,3
1,1245,1,1245,1245,76,72,111,1768,4,4487,48,3
3,3170,3,925,1245,35,21,22,1386,4,4487,48,3
3,3445,3,925,1345,76,77,184,3097,4,4487,48,3
4,1700,4,100,775,4,6,8,2743,4,4487,48,3
1,950,1,950,950,67,53,56,2762,4,4487,48,3
4,4860,3,925,1345,64,64,120,3654,4,4487,48,3
1,1245,1,1245,1245,20,16,15,2561,4,4487,48,3
7,6050,7,600,1175,88,74,131,3285,4,4487,48,3
1,1345,1,1345,1345,22,19,18,2065,4,4487,48,3
3,3490,2,600,1445,12,10,13,2517,4,4487,48,3
6,4415,6,575,1000,101,91,141,3204,4,4487,48,3
1,1345,1,1345,1345,86,73,89,2381,4,4487,48,3
2,1670,2,425,1245,41,68,48,863,4,4487,48,3
1,1745,1,1745,1745,73,108,111,3315,4,4487,48,3
3,1345,3,100,1045,12,6,7,2904,4,4487,48,3
1,1000,1,1000,1000,63,55,65,1583,4,4487,48,3
3,1575,3,100,1175,67,78,43,1568,4,4487,48,3
3,2000,2,300,850,17,42,14,1266,4,4487,48,3
6,3815,5,100,1345,113,109,194,5154,4,4487,48,3
5,6725,4,1245,1445,46,40,60,2995,4,4487,48,3
2,2370,2,625,1745,74,67,73,1536,4,4487,48,3
1,1245,1,1245,1245,39,69,45,1816,4,4487,48,3
2,3090,2,1345,1745,126,123,203,4375,4,4487,48,3
3,1975,3,200,925,58,44,123,2773,4,4487,48,3
2,1450,2,600,850,21,10,9,1279,4,4487,48,3
2,1525,2,600,925,28,25,29,3073,4,4487,48,3
3,3215,3,625,1345,102,99,134,1777,4,4487,48,3
4,4435,3,600,1345,36,35,34,2762,4,4487,48,3
5,3025,3,200,925,12,16,15,1820,4,4487,48,3
2,2095,2,850,1245,47,42,46,1770,4,4487,48,3
4,2870,4,100,1745,110,77,126,2723,4,4487,48,3
3,3120,3,925,1245,14,15,16,2295,4,4487,48,3
3,3445,3,925,1345,76,78,183,3097,4,4487,48,3
2,1845,2,600,1245,58,45,47,2300,4,4487,48,3
5,5960,5,850,1345,67,63,158,4617,4,4487,48,3
3,1475,3,200,850,34,38,64,3451,4,4487,48,3
2,2490,1,1245,1245,97,91,167,3742,4,4487,48,3
1,1445,1,1445,1445,42,42,65,2420,4,4487,48,3
3,2945,3,600,1745,39,31,36,2299,4,4487,48,3
16,11560,5,425,1345,29,28,32,3158,4,4487,48,3
1,1745,1,1745,1745,32,28,31,1517,4,4487,48,3
3,3190,3,600,1345,76,75,153,3459,4,4487,48,3
6,4885,3,300,1245,108,106,159,2796,4,4487,48,3
8,8125,5,500,1345,23,20,30,3435,4,4487,48,3
1,1345,1,1345,1345,16,24,27,2247,4,4487,48,3
5,3145,3,425,1045,8,1,1,1232,4,4487,48,3
1,950,1,950,950,79,77,119,2649,4,4487,48,3
3,1470,2,216,992,29,37,75,2557,4,4487,48,3
2,2490,1,1245,1245,74,103,95,3002,4,4487,48,3
6,4495,6,425,1745,38,29,32,2063,4,4487,48,3
1,850,1,850,850,76,77,111,1508,4,4487,48,3
4,3935,3,100,1345,49,50,64,2042,4,4487,48,3
1,950,1,950,950,50,48,52,2452,4,4487,48,3
8,9085,8,625,1745,37,27,32,2960,4,4487,48,3
7,6295,7,300,1345,57,55,118,3779,4,4487,48,3
2,1670,2,425,1245,101,70,191,2361,4,4487,48,3
3,2595,3,425,1745,27,29,61,3754,4,4487,48,3
3,2645,3,600,1445,6,4,2,1363,4,4487,48,3
2,1845,2,500,1345,92,123,154,2599,4,4487,48,3
2,950,2,100,850,102,95,106,1778,4,4487,48,3
2,1025,2,100,925,34,19,19,1338,4,4487,48,3
2,2070,2,625,1445,103,94,131,1760,4,4487,48,3
2,2595,2,850,1745,18,14,13,1673,4,4487,48,3
2,1722,2,651,986,44,41,58,1143,4,4487,48,3
3,2715,3,425,1245,22,18,21,1711,4,4487,48,3
3,1945,3,100,1245,19,16,11,2362,4,4487,48,3
2,1150,2,300,850,13,13,9,1930,4,4487,48,3
1,1045,1,1045,1045,69,66,152,4336,4,4487,48,3
1,1025,1,1025,1025,20,17,16,870,4,4487,48,3
2,2095,2,850,1245,70,96,101,1173,4,4487,48,3
2,1920,2,575,1345,50,31,35,1599,4,4487,48,3
2,1635,2,607,943,103,89,159,2204,4,4487,48,3
1,925,1,925,925,51,42,47,1947,4,4487,48,3
2,1770,2,425,1345,23,14,12,1566,4,4487,48,3
5,4190,3,425,1245,86,84,151,2671,4,4487,48,3
2,3090,2,1345,1745,50,34,42,1911,4,4487,48,3
1,1245,1,1245,1245,68,58,89,2801,4,4487,48,3
1,1345,1,1345,1345,43,37,43,2015,4,4487,48,3
1,1345,1,1345,1345,25,25,26,2267,4,4487,48,3
3,3125,2,700,1150,0,0,0,3955,6,2430,49,3
2,1649,2,599,1050,62,62,95,3090,3,3982,41,3
1,454,1,355,355,42,34,43,1691,4,3419,6,3
6,3885,6,300,1295,11,10,16,2785,1,2275,38,3
3,1999,2,499,750,22,13,22,2812,5,536,36,3
4,4396,2,1099,1099,19,19,21,1732,5,536,36,3
4,4947,3,1099,1299,16,16,17,1900,5,536,36,3
1,1299,1,1099,1099,23,7,5,2103,5,536,36,3
4,2647,4,399,1099,14,13,16,1691,5,536,36,3
1,1299,1,1099,1099,14,15,19,2299,5,536,36,3
1,1099,1,1099,1099,12,6,6,1669,5,536,36,3
1,1678,1,1242,1387,23,18,24,1555,5,536,36,3
2,2224,2,699,1525,22,16,27,2740,5,536,36,3
1,1525,1,1525,1525,15,14,17,3917,5,536,36,3
5,3054,5,300,950,26,17,18,2480,5,536,36,3
3,3497,3,1099,1299,21,15,23,1992,5,536,36,3
1,1299,1,1099,1099,22,15,15,1383,5,536,36,3
3,2548,2,350,1099,20,22,22,3484,5,536,36,3
1,1099,1,1099,1099,17,17,11,3201,5,536,36,3
2,1149,2,399,750,26,19,23,1588,5,536,36,3
1,1499,1,1299,1299,20,16,24,1972,5,536,36,3
2,1349,2,599,750,18,18,19,1496,5,536,36,3
2,2575,2,1050,1525,24,23,38,3562,5,536,36,3
1,1525,1,1525,1525,14,12,12,1293,5,536,36,3
1,1425,1,1425,1425,8,6,6,1269,5,536,36,3
1,1099,1,1099,1099,12,12,11,1445,5,536,36,3
4,3345,4,650,1195,8,8,12,2343,1,4449,42,3
9,3930,4,385,750,24,24,52,6786,1,4449,42,3
4,3380,4,385,1395,21,23,51,7862,1,4449,42,3
17,9090,9,250,1395,15,17,24,4099,1,4449,42,3
1,1299,1,1299,1299,20,22,22,2658,1,4449,42,3
2,1205,2,455,750,12,9,13,1554,5,536,36,3
2,1175,2,225,950,16,30,18,1888,5,536,36,3
