total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
4,3441,4,557,1239,33,14,21,3779,1,5913,6,1
1,1900,1,1900,1900,1,0,0,1781,3,6346,1,1
6,6900,5,600,1800,1,1,2,3075,3,6346,1,1
3,3900,3,1100,1600,6,6,9,2390,3,6346,1,1
3,5000,3,1500,1900,2,2,2,2300,3,6346,1,1
2,3900,2,1200,2700,10,9,9,1584,3,6346,1,1
4,4850,4,750,1800,7,8,7,1965,3,6346,1,1
2,2100,2,700,1200,2,2,2,3192,3,6346,1,1
2,2200,2,600,1600,3,3,4,8067,3,6346,1,1
1,1900,1,1900,1900,6,3,3,2563,3,6346,1,1
1,1525,1,1525,1525,5,6,8,2273,1,6304,41,1
2,3620,2,1425,2195,5,5,7,2988,1,6304,41,1
3,4475,3,925,1825,4,1,1,5267,1,6304,41,1
3,4375,3,1325,1625,6,4,3,4976,1,6304,41,1
2,3150,2,1425,1725,4,9,12,4296,1,6304,41,1
2,950,2,150,700,24,24,26,3019,1,5478,49,1
5,1285,3,150,400,12,13,11,1733,1,5478,49,1
4,5800,4,700,2000,19,19,30,2831,1,6127,41,1
2,2800,2,1200,1600,21,17,16,2987,1,6127,41,1
7,14900,5,1200,3900,8,11,11,5840,1,6127,41,1
3,3400,3,1400,2100,22,21,39,5574,1,6127,41,1
3,3800,3,700,1600,16,9,7,2291,1,6127,41,1
1,1800,1,1800,1800,27,25,24,2693,1,6127,41,1
4,5800,4,700,2000,13,16,27,2638,1,6127,41,1
3,3800,3,800,1800,21,18,20,2254,1,6127,41,1
1,1800,1,1800,1800,22,21,20,3820,1,6127,41,1
2,2700,2,1200,1500,16,16,13,2253,1,6127,41,1
3,1765,3,275,895,22,21,24,1870,1,2199,1,1
4,5500,4,700,1900,117,112,178,4193,4,6174,41,1
5,5400,3,600,2200,130,129,230,4878,4,6174,41,1
4,7104,3,751,2191,121,119,205,4375,4,6174,41,1
2,2400,2,600,1800,94,92,149,3281,2,6174,41,1
5,4600,5,600,1200,12,13,14,2421,4,212,60,1
5,2943,4,199,945,20,19,18,2479,3,4976,22,1
6,3628,5,199,945,34,23,18,2198,3,4976,22,1
4,2595,4,450,875,25,24,28,3595,3,4976,22,1
3,2355,3,475,935,23,23,27,2370,3,4976,22,1
3,1693,3,109,800,61,62,72,1621,3,4497,49,1
3,1967,3,269,899,41,28,27,2182,3,4497,49,1
3,2168,3,500,800,58,44,43,1776,3,4497,49,1
3,1889,3,350,800,14,13,14,2318,3,4497,49,1
2,1153,2,289,685,51,39,41,1737,3,4497,49,1
2,1658,2,779,879,32,32,37,2798,3,4497,49,1
5,3608,5,299,799,57,53,54,3340,3,4497,49,1
1,978,1,799,799,60,52,49,1878,3,4497,49,1
2,1706,2,749,789,23,23,23,5597,3,4497,49,1
2,1150,2,350,800,17,13,13,3088,3,4497,49,1
2,884,2,199,685,58,57,60,2601,3,4497,49,1
2,2070,2,325,1745,36,60,59,2549,4,4487,48,1
1,1245,1,1245,1245,74,68,96,1951,1,4487,71,1
1,1403,1,1314,1292,129,127,205,3552,4,4487,49,1
2,3228,2,1546,1812,33,32,41,2907,1,2346,22,1
1,1100,1,1100,1100,19,19,17,2793,1,2346,22,1
2,3100,2,1400,1700,26,25,34,4619,1,2346,22,1
4,4600,3,1400,1700,23,23,41,6482,3,2346,6,1
1,1150,1,1150,1150,0,0,0,3705,1,2430,42,1
4,4805,2,1095,1195,0,0,0,3262,1,2430,42,1
7,5200,5,225,1095,0,0,0,1667,1,2430,42,1
3,2910,3,595,1095,0,0,0,2100,1,2430,42,1
2,2495,2,1095,1150,0,0,0,3705,1,2430,42,1
2,2345,2,1150,1195,0,0,0,2575,1,2430,42,1
