total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
4,5500,4,700,1900,117,112,178,4193,4,6174,41,1
5,5400,3,600,2200,130,129,230,4878,4,6174,41,1
4,7104,3,751,2191,121,119,205,4375,4,6174,41,1
5,4600,5,600,1200,12,13,14,2421,4,212,60,1
6,9350,6,950,2800,108,100,154,3642,4,2799,63,3
1,1400,1,1400,1400,72,72,144,4978,4,2799,63,3
1,1400,1,1400,1400,39,30,34,2040,4,2799,63,3
2,3100,2,300,2800,89,81,100,2103,4,2799,63,3
6,7110,5,422,1887,112,106,173,3522,4,2799,63,3
1,1000,1,1000,1000,55,84,80,3867,4,2799,63,3
4,4150,4,200,1600,126,122,202,4329,4,2799,63,3
2,3800,1,1900,1900,80,109,124,2263,4,2799,63,3
2,2200,2,300,1900,69,54,56,1361,4,2799,63,3
2,2300,2,200,2100,125,89,130,1386,4,2799,63,3
4,4250,4,300,1600,113,106,181,2856,4,2799,63,3
6,9250,5,300,2800,105,103,188,3093,4,2799,63,3
2,2350,2,950,1400,98,91,181,3819,4,2799,63,3
8,11200,6,950,2100,86,83,148,4021,4,2799,63,3
2,2350,2,950,1400,90,81,150,2551,4,2799,63,3
5,5050,4,300,1400,87,75,127,2448,4,2799,63,3
2,3300,2,1500,1800,117,107,160,1921,4,2799,63,3
5,8200,5,300,2100,74,102,107,2832,4,2799,63,3
3,2750,3,300,1500,35,38,43,1762,4,2799,63,3
2,2133,2,294,1542,84,96,123,1981,4,2799,63,3
3,2550,3,200,1400,91,80,159,3023,4,2799,63,3
1,1000,1,1000,1000,34,23,26,1720,4,2799,63,3
2,2000,2,1000,1000,38,32,42,2744,4,2799,63,3
3,3850,3,950,1500,96,94,186,3299,4,2799,63,3
5,5350,5,300,1400,69,64,143,3887,4,2799,63,3
5,8450,5,950,2800,123,117,190,3396,4,2799,63,3
3,4450,3,950,2100,101,125,171,3744,4,2799,63,3
4,4350,4,300,1900,119,110,181,2297,4,2799,63,3
5,3355,4,153,1468,41,30,41,1682,4,4487,48,3
4,2945,3,425,1245,129,128,261,2750,4,4487,48,3
3,4335,1,1445,1445,26,27,33,1556,4,4487,48,3
3,2270,3,425,1245,66,64,132,3120,4,4487,48,3
4,5135,4,600,1745,34,35,67,3750,4,4487,48,3
2,1745,2,500,1245,35,24,20,1262,4,4487,48,3
1,1745,1,1745,1745,29,27,39,2038,4,4487,48,3
5,4120,5,500,1245,81,70,120,2653,4,4487,48,3
3,2975,3,775,1175,19,16,11,2612,4,4487,48,3
3,3290,2,600,1345,74,74,158,2071,4,4487,48,3
2,2070,2,325,1745,36,60,59,2549,4,4487,48,1
9,8830,6,600,1345,75,73,154,3518,4,4487,48,3
3,2970,3,600,1745,12,17,15,2095,4,4487,48,3
2,2590,2,1245,1345,18,21,38,5920,4,4487,48,3
2,2690,1,1345,1345,34,31,42,3121,4,4487,48,3
3,1970,3,100,1245,43,39,47,1248,4,4487,48,3
1,1000,1,1000,1000,43,40,68,1470,4,4487,48,3
2,1700,2,850,850,16,11,10,1761,4,4487,48,3
6,3700,5,300,850,70,97,92,2212,4,4487,48,3
2,2095,2,850,1245,25,22,27,2090,4,4487,48,3
4,3515,4,325,1345,65,77,37,3755,4,4487,48,3
3,3090,2,600,1245,77,61,99,2217,4,4487,48,3
1,1245,1,1245,1245,114,110,175,1757,4,4487,48,3
13,9980,10,100,1345,62,58,102,5457,4,4487,48,3
2,2170,2,925,1245,116,116,184,3375,4,4487,48,3
2,2790,2,1345,1445,102,123,160,3595,4,4487,48,3
2,1545,2,200,1345,24,19,21,1875,4,4487,48,3
2,2045,2,600,1445,18,11,16,1461,4,4487,48,3
1,1245,1,1245,1245,55,42,43,1384,4,4487,48,3
1,1245,1,1245,1245,30,26,39,960,4,4487,48,3
6,2490,2,100,1045,102,95,121,2323,4,4487,48,3
1,925,1,925,925,14,16,17,1921,4,4487,48,3
1,1245,1,1245,1245,76,72,111,1768,4,4487,48,3
3,3170,3,925,1245,35,21,22,1386,4,4487,48,3
3,3445,3,925,1345,76,77,184,3097,4,4487,48,3
4,1700,4,100,775,4,6,8,2743,4,4487,48,3
1,950,1,950,950,67,53,56,2762,4,4487,48,3
4,4860,3,925,1345,64,64,120,3654,4,4487,48,3
1,1245,1,1245,1245,20,16,15,2561,4,4487,48,3
7,6050,7,600,1175,88,74,131,3285,4,4487,48,3
1,1345,1,1345,1345,22,19,18,2065,4,4487,48,3
3,3490,2,600,1445,12,10,13,2517,4,4487,48,3
6,4415,6,575,1000,101,91,141,3204,4,4487,48,3
1,1345,1,1345,1345,86,73,89,2381,4,4487,48,3
2,1670,2,425,1245,41,68,48,863,4,4487,48,3
1,1745,1,1745,1745,73,108,111,3315,4,4487,48,3
3,1345,3,100,1045,12,6,7,2904,4,4487,48,3
1,1000,1,1000,1000,63,55,65,1583,4,4487,48,3
3,1575,3,100,1175,67,78,43,1568,4,4487,48,3
3,2000,2,300,850,17,42,14,1266,4,4487,48,3
6,3815,5,100,1345,113,109,194,5154,4,4487,48,3
