total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,time_diff,market_id,store_id,store_primary_category,order_protocol
1,1900,1,1900,1900,1,0,0,1781,3,6346,1,1
6,6900,5,600,1800,1,1,2,3075,3,6346,1,1
3,3900,3,1100,1600,6,6,9,2390,3,6346,1,1
3,5000,3,1500,1900,2,2,2,2300,3,6346,1,1
2,3900,2,1200,2700,10,9,9,1584,3,6346,1,1
4,4850,4,750,1800,7,8,7,1965,3,6346,1,1
2,2100,2,700,1200,2,2,2,3192,3,6346,1,1
4,4300,4,1200,1500,1,1,1,2786,3,6346,1,4
2,2200,2,600,1600,3,3,4,8067,3,6346,1,1
1,1900,1,1900,1900,6,3,3,2563,3,6346,1,1
4,4986,4,699,2362,16,6,9,2282,3,6346,1,4
4,3490,3,175,850,16,16,21,2355,3,2199,61,2
5,6200,5,500,1800,34,30,28,1960,3,212,6,5
2,2800,2,1000,1800,18,15,15,2340,3,212,6,5
4,5800,4,600,2400,33,33,42,2403,3,212,6,5
2,2641,2,625,1240,27,22,24,1788,3,212,6,5
2,2500,2,600,1900,17,13,12,2466,3,212,6,5
3,3300,3,600,1800,38,37,43,2428,3,212,6,5
4,5100,4,500,1900,16,16,26,2284,3,212,6,5
4,3500,4,600,1200,20,29,33,1751,3,212,6,5
3,3500,3,500,1900,16,5,5,1264,3,212,6,5
2,3600,1,1800,1800,21,21,21,2766,3,212,6,5
7,9000,7,600,2400,15,12,11,1899,3,212,6,5
3,4709,3,1197,1596,34,29,30,1987,3,212,6,5
2,2800,2,1000,1800,21,23,24,2127,3,212,6,5
10,9800,6,600,1200,39,37,37,2517,3,212,6,5
2,2800,2,1000,1800,21,23,27,3613,3,212,6,5
2,2800,2,1300,1500,26,25,24,2762,3,212,6,5
6,5800,6,500,1500,30,31,46,3349,3,212,6,5
6,5500,6,500,1300,35,31,28,1949,3,212,6,5
3,3400,3,600,1900,34,34,36,2132,3,212,6,5
4,4900,4,600,2400,33,33,33,2097,3,212,6,5
3,6000,2,1200,2400,24,24,21,2081,3,212,6,5
1,1800,1,1800,1800,11,11,13,3495,3,212,6,5
2,3600,2,1200,2400,20,20,18,2186,3,212,6,5
1,1800,1,1800,1800,14,9,9,2770,3,212,6,5
2,1600,2,600,1000,13,13,16,3182,3,212,6,5
1,1500,1,1500,1500,12,14,15,2963,3,212,6,5
4,5200,2,800,1800,35,30,29,2096,3,212,6,5
4,3250,4,725,945,29,29,32,3837,3,4976,22,4
5,2943,4,199,945,20,19,18,2479,3,4976,22,1
6,3628,5,199,945,34,23,18,2198,3,4976,22,1
4,2595,4,450,875,25,24,28,3595,3,4976,22,1
3,2355,3,475,935,23,23,27,2370,3,4976,22,1
3,1693,3,109,800,61,62,72,1621,3,4497,49,1
3,1967,3,269,899,41,28,27,2182,3,4497,49,1
3,2168,3,500,800,58,44,43,1776,3,4497,49,1
3,1889,3,350,800,14,13,14,2318,3,4497,49,1
2,1153,2,289,685,51,39,41,1737,3,4497,49,1
2,1658,2,779,879,32,32,37,2798,3,4497,49,1
5,3608,5,299,799,57,53,54,3340,3,4497,49,1
1,978,1,799,799,60,52,49,1878,3,4497,49,1
2,1706,2,749,789,23,23,23,5597,3,4497,49,1
2,1150,2,350,800,17,13,13,3088,3,4497,49,1
3,2600,3,685,800,60,59,56,3025,3,4497,49,4
2,884,2,199,685,58,57,60,2601,3,4497,49,1
1,975,1,975,975,2,2,1,1819,3,5770,61,3
1,1125,1,975,975,7,7,7,3726,3,5770,61,3
4,2600,4,150,1325,6,6,10,4816,3,5770,61,3
1,975,1,975,975,4,3,4,2973,3,5770,61,3
2,970,2,195,675,3,3,5,5024,3,5770,61,3
2,970,2,195,675,4,5,5,2479,3,5770,61,3
5,2475,3,150,975,7,8,5,2805,3,5770,61,3
3,1320,3,150,975,7,8,9,2439,3,5770,61,3
4,1770,4,150,975,2,3,2,3489,3,5770,61,3
3,3345,3,506,1479,19,10,4,2583,3,5770,61,3
3,2100,3,150,1325,2,2,3,3733,3,5770,61,3
4,1825,3,150,675,4,2,3,3855,3,5770,61,3
1,975,1,975,975,4,2,3,2267,3,5770,61,3
2,1950,1,975,975,4,4,4,1603,3,5770,61,3
1,775,1,675,675,4,2,4,2017,3,5770,61,3
3,2675,3,350,1325,4,4,4,3181,3,5770,61,3
5,2100,4,150,675,6,6,7,3924,3,5770,61,3
2,1550,1,675,675,9,6,6,2168,3,5770,61,3
4,3150,2,350,975,7,10,10,2184,3,5770,61,3
2,1350,1,675,675,3,3,2,2720,3,5770,61,3
5,3675,4,175,1325,3,3,3,1802,3,5770,61,3
1,775,1,675,675,4,3,1,2707,3,5770,61,3
3,1850,3,350,975,6,6,7,3365,3,5770,61,3
3,2925,2,675,1125,4,4,6,5770,3,5770,61,3
2,1425,2,350,975,7,6,4,3200,3,5770,61,3
3,1575,3,150,975,2,2,1,2561,3,5770,61,3
5,5925,2,675,1325,8,8,11,3994,3,5770,61,3
1,875,1,675,675,5,5,6,2737,3,5770,61,3
9,3850,5,150,675,6,4,5,3050,3,5770,61,3
4,4600,3,1400,1700,23,23,41,6482,3,2346,6,1
3,582,1,194,194,6,5,4,1592,3,2221,1,4
5,980,2,194,199,1,1,3,3448,3,2221,1,4
2,1649,2,599,1050,62,62,95,3090,3,3982,41,3
2,874,2,275,599,4,5,5,4208,3,5109,22,1
1,545,1,545,545,4,3,2,1370,3,5109,22,1
1,695,1,695,695,2,3,3,4556,3,5109,22,1
7,2825,5,100,1000,24,13,13,1600,3,4711,61,1
1,1190,1,890,890,18,13,14,2979,3,4711,61,1
1,925,1,925,925,15,14,15,947,3,4711,61,1
1,1190,1,890,890,17,17,26,2307,3,4711,61,1
5,2640,5,350,1200,40,40,49,2972,3,4711,1,1
1,890,1,890,890,22,21,19,1726,3,4711,61,1
1,890,1,890,890,16,17,24,2421,3,4711,61,1
7,4700,7,350,1100,20,12,15,2434,3,4711,61,1
2,1525,2,300,925,53,53,68,2905,3,4711,61,1
3,2997,2,199,1399,0,0,0,3958,3,4755,6,1
2,1398,2,599,799,0,0,0,2946,3,4755,6,1
1,1199,1,1199,1199,0,0,0,2809,3,4755,6,1
2,2078,2,1029,1049,0,0,0,1591,3,4755,6,1
1,1197,1,899,899,0,0,0,2711,3,4755,6,1
2,1898,1,949,949,0,0,0,3382,3,4755,6,1
2,2148,2,949,1199,0,0,0,1913,3,4755,6,1
4,4162,4,878,949,0,0,0,2340,3,4755,6,1
1,1699,1,1699,1699,0,0,0,2861,3,4755,6,1
4,3894,4,199,1299,0,0,0,2549,3,4755,6,1
3,1167,3,189,559,4,4,7,3172,3,3,53,4
3,987,3,169,559,6,6,11,2655,3,3,53,4
2,808,2,279,529,4,4,6,6233,3,3,53,4
2,898,2,369,529,14,9,9,2339,3,3,53,4
1,699,1,699,699,19,19,30,2306,3,1112,73,4
4,2275,4,189,998,7,6,10,2189,3,4742,49,4
5,3662,4,533,920,8,12,8,1494,3,4742,49,1
4,2906,4,529,879,6,3,5,2693,3,4742,49,1
4,2176,4,334,669,14,16,29,5752,3,4742,49,1
6,3844,5,49,879,6,6,7,2518,3,4742,49,1
2,1698,2,799,849,9,7,8,1977,3,4742,49,1
3,1277,3,199,679,16,9,8,1616,3,4742,49,1
2,898,2,199,699,6,5,6,2479,3,4742,49,1
7,2152,4,35,924,9,8,13,3998,3,4742,49,1
4,2736,4,419,849,9,8,8,1418,3,4742,49,1
5,3220,5,299,924,12,13,14,4527,3,4742,49,1
7,2262,4,35,924,8,6,6,1790,3,4742,49,1
3,1457,2,329,699,9,9,6,2447,3,4742,49,1
2,1698,2,699,849,4,3,2,2873,3,4742,49,1
4,1436,2,189,329,11,12,14,2569,3,4742,49,1
1,874,1,799,799,4,3,7,2813,3,4742,49,1
5,2016,5,99,799,10,8,7,2405,3,4742,49,1
5,1780,5,189,499,16,16,15,3248,3,4742,49,4
4,1981,3,329,699,9,9,8,2929,3,4742,49,1
5,1753,2,232,383,13,10,15,1880,3,4742,49,1
1,799,1,799,799,10,10,9,3787,3,4742,49,1
6,6000,5,800,1500,4,4,6,6114,3,6225,41,1
3,3850,2,1100,1300,5,5,3,2802,3,6225,41,1
4,1925,4,275,1100,2,2,2,3783,3,6225,41,1
1,1300,1,1300,1300,3,3,5,1609,3,6225,41,1
1,1900,1,1900,1900,0,0,0,1632,3,1016,9,1
2,3700,2,1200,1900,0,0,0,2835,3,1016,9,1
2,3800,1,1900,1900,0,0,0,2801,3,1016,9,1
5,4000,4,300,1900,0,0,0,2108,3,1016,9,1
2,1449,2,249,1200,0,0,0,2282,3,1016,9,1
5,1345,2,269,269,4,4,3,1985,3,1447,25,4
3,1077,3,99,399,5,1,1,1855,3,1447,25,4
3,4475,3,475,2500,45,42,58,5578,3,5112,12,1
3,4025,3,1025,1375,18,16,20,3648,3,411,12,1
1,1150,1,1150,1150,12,10,10,4807,3,411,12,1
2,1690,2,445,1195,16,16,30,3081,3,411,12,1
6,6260,3,255,1495,7,6,6,3779,3,411,12,1
2,1615,2,275,1175,5,7,8,4198,3,411,12,1
1,1325,1,1025,1025,21,17,16,2510,3,411,12,1
2,2827,2,1096,1495,26,23,34,3096,3,411,12,1
1,1195,1,1195,1195,2,2,4,2917,3,411,12,1
2,1615,2,255,1325,17,18,21,3175,3,411,12,4
